match_id,date,home_team,away_team,home_goals_ema_short,home_goals_ema_medium,home_goals_ema_long,home_goals_sma_short,home_goals_sma_medium,home_goals_sma_long,home_goals_momentum,home_goals_current_value,away_goals_ema_short,away_goals_ema_medium,away_goals_ema_long,away_goals_sma_short,away_goals_sma_medium,away_goals_sma_long,away_goals_momentum,away_goals_current_value,goals_ema_advantage,goals_momentum_advantage,home_goals_against_ema_short,home_goals_against_ema_medium,home_goals_against_ema_long,home_goals_against_sma_short,home_goals_against_sma_medium,home_goals_against_sma_long,home_goals_against_momentum,home_goals_against_current_value,away_goals_against_ema_short,away_goals_against_ema_medium,away_goals_against_ema_long,away_goals_against_sma_short,away_goals_against_sma_medium,away_goals_against_sma_long,away_goals_against_momentum,away_goals_against_current_value,goals_against_ema_advantage,goals_against_momentum_advantage,home_points_ema_short,home_points_ema_medium,home_points_ema_long,home_points_sma_short,home_points_sma_medium,home_points_sma_long,home_points_momentum,home_points_current_value,away_points_ema_short,away_points_ema_medium,away_points_ema_long,away_points_sma_short,away_points_sma_medium,away_points_sma_long,away_points_momentum,away_points_current_value,points_ema_advantage,points_momentum_advantage,home_trend_strength,away_trend_strength,home_macd,away_macd,macd_advantage,actual_result,actual_home_goals,actual_away_goals,home_goals_bullish,home_goals_bearish,home_goals_convergence,home_points_bullish,home_points_bearish,home_points_convergence,away_goals_bullish,away_goals_bearish,away_goals_convergence,away_points_bullish,away_points_bearish,away_points_convergence,goals_ema_short_ratio,goals_ema_medium_ratio,goals_ema_long_ratio,points_ema_short_ratio,points_ema_medium_ratio,points_ema_long_ratio
21,2014-08-30,Burnley,Manchester United,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.3329999999999999,-100.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,0.6660000000000001,-16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,-0.333,-1000.0,0,0,-0.238,0.0,-0.238,D,0.0,0.0,0,1,0.8077544426494346,0,0,1.0,0,0,1.0,1,0,0.8077544426494346,0.6603960396039604,0.8099009900990098,0.8960396039603961,0.0,0.0,0.0
22,2014-08-30,Everton,Chelsea,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.667,2.818,2.905,2.5,2.5,2.5,-33.33,2.0,-0.6669999999999998,33.33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.333,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,-2.0,0.0,0,0,0.0,-0.238,0.238,A,3.0,6.0,0,0,1.0,0,0,1.0,0,1,0.8077544426494346,0,0,1.0,0.747104968248039,0.7072135785007072,0.686106346483705,0.33222591362126247,0.33222591362126247,0.33222591362126247
23,2014-08-30,Manchester City,Stoke City,2.333,2.182,2.095,2.5,2.5,2.5,50.0,3.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,2.0,-950.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.667,1000.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,2.667,-1000.0,1,1,0.238,0.238,-2.7755575615628914e-17,A,0.0,1.0,1,0,0.8077544426494346,0,0,1.0,1,0,0.8077544426494346,1,0,0.8077544426494346,6.801749271137027,11.364583333333332,19.952380952380956,8.746355685131194,15.625,28.571428571428573
24,2014-08-30,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,2.333,2.182,2.095,2.5,2.5,2.5,50.0,3.0,-1.0000000000000002,-150.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1000.0,0,0,0.0,0.0,0.0,D,3.0,3.0,0,0,1.0,1,0,0.8077544426494346,0,0,1.0,0,0,1.0,0.0,0.0,0.0,33.300000000000004,18.2,9.5
25,2014-08-30,Queens Park Rangers,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,-1.667,50.0,2.0,1.545,1.286,2.5,2.5,2.5,300.0,4.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,0.3329999999999999,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0,0,0.0,-0.238,0.238,H,1.0,0.0,0,0,1.0,0,0,1.0,0,1,0.8077544426494346,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2014-08-30,Swansea City,West Bromwich Albion,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,0.3340000000000001,50.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,-0.6659999999999999,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0,0,-0.238,-0.4770000000000001,0.2390000000000001,H,3.0,0.0,0,1,0.8077544426494346,0,0,1.0,0,1,0.6770480704129993,0,0,1.0,1.2412509307520476,1.1044957472660997,1.0467032967032968,2.9702970297029703,2.9702970297029703,2.9702970297029703
27,2014-08-30,West Ham,Southampton,1.0,0.545,0.286,1.5,1.5,1.5,3000.0,3.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,0.3329999999999999,3100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,-0.3329999999999999,100.0,1.0,0.545,0.286,1.5,1.5,1.5,3000.0,3.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,0.667,2000.0,1,0,0.714,-0.238,0.952,A,1.0,3.0,1,0,0.5834305717619603,1,0,0.5834305717619603,0,1,0.8077544426494346,1,0,0.8077544426494346,1.4771048744460855,0.6582125603864735,0.31256830601092894,2.9154518950437316,2.838541666666667,2.723809523809524
28,2014-08-31,Aston Villa,Hull City,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.3329999999999999,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,-0.333,-1000.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,0.0,0.0,0,0,-0.238,0.0,-0.238,H,2.0,1.0,0,1,0.8077544426494346,0,1,0.6770480704129994,0,0,1.0,0,1,0.6770480704129994,0.6603960396039604,0.8099009900990098,0.8960396039603961,0.9957319675629536,0.9962207105064249,0.9964539007092199
29,2014-08-31,Leicester,Arsenal,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,-0.667,-100.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.333,1.182,1.095,1.5,1.5,1.5,100.0,2.0,0.667,-100.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,-1.666,-33.33,0,0,-0.4770000000000001,0.0,-0.4770000000000001,D,1.0,1.0,0,1,0.6770480704129993,0,1,0.8077544426494346,0,0,1.0,0,1,0.6770480704129994,0.6631840796019901,0.8139303482587065,0.9004975124378111,0.284677763551003,0.30914588057445197,0.3209219858156029
30,2014-08-31,Tottenham,Liverpool,2.0,1.545,1.286,2.5,2.5,2.5,300.0,4.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,0.3329999999999999,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,1.364,1.19,2.0,2.0,2.0,200.0,3.0,-1.667,-200.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,2.455,2.714,1.5,1.5,1.5,-100.0,0.0,1.0,100.0,1,0,0.714,-0.238,0.952,A,0.0,3.0,1,0,0.5834305717619603,0,0,1.0,0,1,0.8077544426494346,0,1,0.5834305717619603,1.1926058437686344,0.8451859956236323,0.6715404699738904,1.492537313432836,1.2170385395537526,1.1013215859030838
36,2014-09-13,Crystal Palace,Burnley,1.667,1.364,1.19,1.667,1.667,1.667,200.0,3.0,0.444,0.669,0.819,0.333,0.333,0.333,-100.0,0.0,1.223,300.0,2.556,2.331,2.181,2.667,2.667,2.667,50.0,3.0,1.556,2.157,2.542,1.333,1.333,1.333,-100.0,0.0,1.0,150.0,0.333,0.182,0.095,0.333,0.333,0.333,1000.0,1.0,0.333,0.182,0.095,0.333,0.333,0.333,1000.0,1.0,0.0,0.0,1,0,0.4770000000000001,-0.3749999999999999,0.8520000000000001,D,0.0,0.0,1,0,0.6770480704129993,1,0,0.8077544426494346,0,1,0.7272727272727273,1,0,0.8077544426494346,3.671806167400881,2.008836524300442,1.4354644149577804,0.9708454810495627,0.9479166666666666,0.9047619047619048
38,2014-09-13,Arsenal,Manchester City,1.667,1.818,1.905,1.667,1.667,1.667,-50.0,1.0,1.556,1.785,1.896,1.667,1.667,1.667,-100.0,0.0,0.1109999999999999,50.0,1.222,1.149,1.086,1.333,1.333,1.333,0.0,1.0,0.556,0.331,0.181,0.667,0.667,0.667,1000.0,1.0,0.6659999999999999,-1000.0,1.889,2.339,2.637,1.667,1.667,1.667,-66.67,1.0,2.0,2.455,2.714,2.0,2.0,2.0,-100.0,0.0,-0.1109999999999999,33.33,0,0,-0.238,-0.3399999999999998,0.1019999999999998,D,2.0,2.0,0,1,0.8077544426494346,0,1,0.5720823798627003,0,1,0.746268656716418,0,1,0.5834305717619603,1.0644955300127714,1.0128133704735376,0.9994753410283317,0.9398009950248757,0.9488843813387424,0.9680616740088107
37,2014-09-13,Chelsea,Swansea City,3.778,3.397,3.2,3.667,3.667,3.667,100.0,6.0,2.111,2.033,2.009,2.0,2.0,2.0,50.0,3.0,1.6669999999999998,50.0,1.444,1.215,1.104,1.333,1.333,1.333,200.0,3.0,0.444,0.669,0.819,0.333,0.333,0.333,-100.0,0.0,1.0,300.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1,1,0.5779999999999998,0.1020000000000003,0.4759999999999995,H,4.0,2.0,1,0,0.6337135614702155,0,0,1.0,1,0,0.907441016333938,0,0,1.0,1.7812352663837812,1.662750856583456,1.5849430411094605,0.9966777408637875,0.9966777408637875,0.9966777408637875
35,2014-09-13,Liverpool,Aston Villa,2.111,2.033,2.009,2.0,2.0,2.0,50.0,3.0,1.111,1.033,1.009,1.0,1.0,1.0,100.0,2.0,1.0000000000000002,-50.0,1.111,1.116,1.077,1.333,1.333,1.333,-100.0,0.0,0.333,0.182,0.095,0.333,0.333,0.333,1000.0,1.0,0.778,-1100.0,2.333,2.554,2.741,2.0,2.0,2.0,0.0,3.0,2.556,2.702,2.828,2.333,2.333,2.333,0.0,3.0,-0.2229999999999998,0.0,1,1,0.1020000000000003,0.102,2.220446049250313e-16,A,0.0,1.0,1,0,0.907441016333938,0,1,0.7102272727272728,1,0,0.9074410163339383,0,1,0.7861635220125788,1.8831400535236398,1.9491850431447748,1.9715407262021591,0.9091971940763836,0.9417404129793511,0.9658210007047218
