match_id,date,home_team,away_team,home_goals_ema_short,home_goals_ema_medium,home_goals_ema_long,home_goals_sma_short,home_goals_sma_medium,home_goals_sma_long,home_goals_momentum,home_goals_current_value,away_goals_ema_short,away_goals_ema_medium,away_goals_ema_long,away_goals_sma_short,away_goals_sma_medium,away_goals_sma_long,away_goals_momentum,away_goals_current_value,goals_ema_advantage,goals_momentum_advantage,home_goals_against_ema_short,home_goals_against_ema_medium,home_goals_against_ema_long,home_goals_against_sma_short,home_goals_against_sma_medium,home_goals_against_sma_long,home_goals_against_momentum,home_goals_against_current_value,away_goals_against_ema_short,away_goals_against_ema_medium,away_goals_against_ema_long,away_goals_against_sma_short,away_goals_against_sma_medium,away_goals_against_sma_long,away_goals_against_momentum,away_goals_against_current_value,goals_against_ema_advantage,goals_against_momentum_advantage,home_points_ema_short,home_points_ema_medium,home_points_ema_long,home_points_sma_short,home_points_sma_medium,home_points_sma_long,home_points_momentum,home_points_current_value,away_points_ema_short,away_points_ema_medium,away_points_ema_long,away_points_sma_short,away_points_sma_medium,away_points_sma_long,away_points_momentum,away_points_current_value,points_ema_advantage,points_momentum_advantage,home_trend_strength,away_trend_strength,home_macd,away_macd,macd_advantage,actual_result,actual_home_goals,actual_away_goals,home_goals_bullish,home_goals_bearish,home_goals_convergence,home_points_bullish,home_points_bearish,home_points_convergence,away_goals_bullish,away_goals_bearish,away_goals_convergence,away_points_bullish,away_points_bearish,away_points_convergence,goals_ema_short_ratio,goals_ema_medium_ratio,goals_ema_long_ratio,points_ema_short_ratio,points_ema_medium_ratio,points_ema_long_ratio,goals_ema_short_log_ratio,points_ema_short_log_ratio,goals_ema_medium_log_ratio,points_ema_medium_log_ratio,goals_ema_long_log_ratio,points_ema_long_log_ratio,goals_ema_short_squared_advantage,points_ema_short_squared_advantage,goals_ema_medium_squared_advantage,points_ema_medium_squared_advantage,goals_ema_long_squared_advantage,points_ema_long_squared_advantage
15,2014-08-23,Everton,Arsenal,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,-2.0,0.0,0,0,0.0,0.0,0.0,D,2.0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.9950248756218908,0.9950248756218908,0.9950248756218908,0.3322259136212624,0.3322259136212624,0.3322259136212624,0.0,-0.6931471805599453,0.0,-0.6931471805599453,0.0,-0.6931471805599453,0.0,-4.0,0.0,-4.0,0.0,-4.0
19,2014-08-24,Sunderland,Manchester United,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,D,1.0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.98019801980198,1.98019801980198,1.98019801980198,100.0,100.0,100.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.6931471805599453,1.0,1.0,1.0,1.0,1.0,1.0
17,2014-08-24,Tottenham,Queens Park Rangers,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0.0,0.0,0.0,H,4.0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,100.0,100.0,100.0,300.0,300.0,300.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.0,9.0,1.0,9.0,1.0,9.0
18,2014-08-24,Hull City,Stoke City,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0.0,0.0,0.0,D,1.0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,100.0,100.0,100.0,300.0,300.0,300.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.0,9.0,1.0,9.0,1.0,9.0
20,2014-08-25,Manchester City,Liverpool,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,H,3.0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.9950248756218908,0.9950248756218908,0.9950248756218908,0.9966777408637876,0.9966777408637876,0.9966777408637876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2014-08-30,Burnley,Manchester United,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.3329999999999999,-100.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,0.6660000000000001,-16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,-0.333,-1000.0,0,0,-0.238,0.0,-0.238,D,0.0,0.0,0,1,0.8077544426494346,0,0,1.0,0,0,1.0,1,0,0.8077544426494346,0.6603960396039604,0.8099009900990098,0.8960396039603961,0.0,0.0,0.0,-0.18212157679128835,-0.28743204119657156,-0.09541018480465818,-0.16720791898390644,-0.04866517198128101,-0.09075436326846407,-0.11088899999999997,-0.11088900000000002,-0.03312400000000002,-0.033124,-0.009024999999999995,-0.009025
22,2014-08-30,Everton,Chelsea,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.667,2.818,2.905,2.5,2.5,2.5,-33.33,2.0,-0.6669999999999998,33.33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.333,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,-2.0,0.0,0,0,0.0,-0.238,0.238,A,3.0,6.0,0,0,1.0,0,0,1.0,0,1,0.8077544426494346,0,0,1.0,0.747104968248039,0.7072135785007072,0.686106346483705,0.3322259136212624,0.3322259136212624,0.3322259136212624,-0.20076160042107918,-0.6931471805599453,-0.2411144366354462,-0.6931471805599453,-0.26364549462353953,-0.6931471805599453,-0.44488899999999976,-4.0,-0.669124,-4.0,-0.8190249999999997,-4.0
23,2014-08-30,Manchester City,Stoke City,2.333,2.182,2.095,2.5,2.5,2.5,50.0,3.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,2.0,-950.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.667,1000.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,2.667,-1000.0,1,1,0.238,0.238,-2.7755575615628914e-17,A,0.0,1.0,1,0,0.8077544426494346,0,0,1.0,1,0,0.8077544426494346,1,0,0.8077544426494346,6.801749271137027,11.364583333333332,19.952380952380956,8.746355685131194,15.625,28.571428571428573,0.9164407581290311,1.0988623199233192,0.9903020109316887,1.2190864421359842,1.0390335428680955,1.2955399978514266,4.0,7.112888999999999,4.0,7.941124,4.0,8.439024999999999
24,2014-08-30,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,2.333,2.182,2.095,2.5,2.5,2.5,50.0,3.0,-1.0000000000000002,-150.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1000.0,0,0,0.0,0.0,0.0,D,3.0,3.0,0,0,1.0,1,0,0.8077544426494346,0,0,1.0,0,0,1.0,0.0,0.0,0.0,33.300000000000004,18.2,9.5,-0.6931471805599453,0.28743204119657156,-0.6931471805599453,0.1672079189839064,-0.6931471805599453,0.09075436326846412,-1.0,0.11088900000000002,-1.0,0.033124,-1.0,0.009025
25,2014-08-30,Queens Park Rangers,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,-1.667,50.0,2.0,1.545,1.286,2.5,2.5,2.5,300.0,4.0,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,0.3329999999999999,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0,0,0.0,-0.238,0.238,H,1.0,0.0,0,0,1.0,0,0,1.0,0,1,0.8077544426494346,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9809542451998772,-0.6931471805599453,-1.0360274134764886,-0.6931471805599453,-1.0664333903038745,-0.6931471805599453,-2.778889,-1.0,-3.305124,-1.0,-3.629025,-1.0
26,2014-08-30,Swansea City,West Bromwich Albion,1.667,1.818,1.905,1.5,1.5,1.5,-50.0,1.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,0.3340000000000001,50.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,-0.6659999999999999,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0,0,-0.238,-0.4770000000000001,0.2390000000000001,H,3.0,0.0,0,1,0.8077544426494346,0,0,1.0,0,1,0.6770480704129993,0,0,1.0,1.2412509307520476,1.1044957472660997,1.0467032967032968,2.9702970297029703,2.9702970297029703,2.9702970297029703,0.13379925216058425,0.6931471805599453,0.06676479683622773,0.6931471805599453,0.03324890695822021,0.6931471805599453,0.11155600000000004,4.0,0.033124000000000056,4.0,0.009024999999999995,4.0
27,2014-08-30,West Ham,Southampton,1.0,0.545,0.286,1.5,1.5,1.5,3000.0,3.0,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,0.3329999999999999,3100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.333,1.636,1.81,1.0,1.0,1.0,-100.0,0.0,-0.3329999999999999,100.0,1.0,0.545,0.286,1.5,1.5,1.5,3000.0,3.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,0.667,2000.0,1,0,0.714,-0.238,0.952,A,1.0,3.0,1,0,0.5834305717619603,1,0,0.5834305717619603,0,1,0.8077544426494346,1,0,0.8077544426494346,1.4771048744460855,0.6582125603864735,0.3125683060109289,2.9154518950437316,2.838541666666667,2.723809523809524,0.18212157679128826,0.4057151393633738,-0.1627130854055784,0.2678159913658024,-0.3929453827632367,0.16078226254696362,0.11088899999999997,0.44488900000000003,-0.07452899999999996,0.13176900000000002,-0.383161,0.03648099999999999
28,2014-08-31,Aston Villa,Hull City,0.667,0.818,0.905,0.5,0.5,0.5,-100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.3329999999999999,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.182,0.095,0.5,0.5,0.5,1000.0,1.0,-0.333,-1000.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,2.333,2.636,2.81,2.0,2.0,2.0,-66.67,1.0,0.0,0.0,0,0,-0.238,0.0,-0.238,H,2.0,1.0,0,1,0.8077544426494346,0,1,0.6770480704129994,0,0,1.0,0,1,0.6770480704129994,0.6603960396039604,0.8099009900990098,0.8960396039603961,0.9957319675629536,0.9962207105064248,0.99645390070922,-0.18212157679128835,0.0,-0.09541018480465818,0.0,-0.04866517198128101,0.0,-0.11088899999999997,0.0,-0.03312400000000002,0.0,-0.009024999999999995,0.0
